"bluestock_fintech_—_nifty_100__|__balance_sheet__|__1,312_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12
id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets
533,DMART,Mar 2017,624,3218,1497,480,5819,2578,153,26,3063,5819
534,DMART,Mar 2018,624,4045,439,540,5648,3400,147,68,2033,5648
535,DMART,Mar 2019,624,4963,700,718,7006,4400,377,17,2212,7006
536,DMART,Mar 2020,648,10432,333,663,12076,5948,364,15,5749,12076
537,DMART,Mar 2021,648,11536,393,1079,13655,7009,1020,3,5624,13655
538,DMART,Mar 2022,648,13030,647,1146,15471,9260,1129,6,5076,15471
539,DMART,Mar 2023,648,15430,643,1383,18105,11340,829,202,5733,18105
540,DMART,Mar 2024,651,18047,592,1882,21172,13415,935,107,6716,21172
541,DMART,Sep 2024,651,19487,713,2189,23040,14542,1107,87,7304,23040
542,DRREDDY,Mar 2013,85,6284,3682,3329,13380,4051,565,197,8567,13380
543,DRREDDY,Mar 2014,85,7780,4477,3563,15906,4641,639,1067,9559,15906
544,DRREDDY,Mar 2015,85,9768,4314,4290,18457,5377,529,2248,10303,18457
545,DRREDDY,Mar 2016,85,12484,3352,4408,20330,6563,772,3833,9162,20330
546,DRREDDY,Mar 2017,83,12179,4918,4474,21654,6931,3324,2110,9290,21654
547,DRREDDY,Mar 2018,83,12489,5071,4706,22349,6968,3470,2298,9612,22349
548,DRREDDY,Mar 2019,83,13941,3838,4557,22418,7191,2934,2587,9707,22418
549,DRREDDY,Mar 2020,83,15516,2210,5414,23223,6850,1535,2678,12160,23223
550,DRREDDY,Mar 2021,83,17558,3031,5915,26588,8206,1565,2212,14605,26588
551,DRREDDY,Mar 2022,83,19129,3384,7149,29746,8122,1293,2616,17715,29746
552,DRREDDY,Mar 2023,83,23203,1347,7576,32209,9219,1030,4986,16974,32209
553,DRREDDY,Mar 2024,83,28171,2002,8523,38780,10426,1419,4930,22004,38780
554,DRREDDY,Sep 2024,83,30666,4854,11125,46728,17254,1852,3663,23960,46728
555,EICHERMOT,Dec 2012,27,1728,23,2694,4471,992,504,638,2337,4471
556,EICHERMOT,Dec 2013,27,2028,84,3197,5337,1656,464,825,2391,5337
557,EICHERMOT,Dec 2014,27,2489,58,3829,6403,2309,419,1078,2597,6403
558,EICHERMOT,Mar 2016,27,3626,23,1263,4939,790,94,3388,667,4939
559,EICHERMOT,Mar 2017,27,5318,112,1552,7009,873,374,4987,775,7009
560,EICHERMOT,Mar 2018,27,7003,151,2341,9522,1502,333,5581,2106,9522
561,EICHERMOT,Mar 2019,27,8891,187,2281,11387,1875,450,4923,4140,11387
562,EICHERMOT,Mar 2020,27,9954,249,2220,12450,2378,312,5749,4011,12450
563,EICHERMOT,Mar 2021,27,11411,219,2901,14559,2433,314,3902,7909,14559
564,EICHERMOT,Mar 2022,27,12581,108,3424,16140,2424,505,7721,5490,16140
565,EICHERMOT,Mar 2023,27,14963,288,3919,19198,2690,472,12321,3715,19198
566,EICHERMOT,Mar 2024,27,18018,419,4650,23115,2914,555,13527,6119,23115
567,EICHERMOT,Sep 2024,27,18952,404,4997,24380,3490,230,14693,5968,24380
568,GAIL,Mar 2013,1268,27526,16472,14542,59809,24303,18376,1254,15876,59809
569,GAIL,Mar 2014,1268,31188,18537,15872,66865,27779,18490,1282,19314,66865
570,GAIL,Mar 2015,1268,32754,18291,17355,69669,33976,13806,1272,20615,69669
571,GAIL,Mar 2016,1268,35135,9052,13608,59063,29946,3688,9844,15584,59063
572,GAIL,Mar 2017,1691,37614,6553,12433,58291,30092,4126,10125,13948,58291
573,GAIL,Mar 2018,2255,39424,3876,15798,61353,30480,5938,10452,14482,61353
574,GAIL,Mar 2019,2255,43749,2224,20199,68426,32700,9738,10722,15267,68426
575,GAIL,Mar 2020,4510,44758,6912,18754,74934,38230,11666,9893,15145,74934
576,GAIL,Mar 2021,4440,48742,7873,19975,81030,41160,13400,13058,13413,81030
577,GAIL,Mar 2022,4440,59674,9216,23254,96584,44572,15490,16408,20114,96584
578,GAIL,Mar 2023,6575,58352,17816,25062,107805,49697,16646,17248,24214,107805
579,GAIL,Mar 2024,6575,70422,21794,25944,124735,55188,23627,21910,24010,124735
580,GAIL,Sep 2024,6575,77234,19632,25548,128989,54348,26281,24103,24257,128989
581,GODREJCP,Mar 2013,34,3279,2456,1926,7695,4496,141,121,2937,7695
582,GODREJCP,Mar 2014,34,3741,2373,2171,8320,5121,167,136,2895,8320
583,GODREJCP,Mar 2015,34,4277,2717,2097,9125,5551,225,186,3164,9125
584,GODREJCP,Mar 2016,34,4233,2891,2521,9679,5931,44,190,3514,9679
585,GODREJCP,Mar 2017,34,5268,4001,3637,12940,8083,97,934,3826,12940
586,GODREJCP,Mar 2018,68,6190,3508,4098,13864,8315,84,997,4468,13864
587,GODREJCP,Mar 2019,102,7165,3382,3445,14094,8670,52,516,4855,14094
588,GODREJCP,Mar 2020,102,7796,3575,3407,14880,9231,57,672,4920,14880
589,GODREJCP,Mar 2021,102,9337,1864,2941,14244,8905,57,679,4602,14244
590,GODREJCP,Mar 2022,102,11454,1704,2822,16082,9219,116,1015,5731,16082
591,GODREJCP,Mar 2023,102,13692,1130,2513,17437,9934,45,3029,4429,17437
592,GODREJCP,Mar 2024,102,12496,3222,2571,18392,10440,83,3504,4365,18392
593,GODREJCP,Sep 2024,102,12068,3828,2986,18984,10498,199,3517,4771,18984
594,GRASIM,Mar 2013,92,19565,9550,14916,44123,20561,6084,8011,9467,44123
595,GRASIM,Mar 2014,92,21523,9681,16441,47736,25209,4045,7611,10872,47736
596,GRASIM,Mar 2015,92,23048,11930,18963,54033,31828,2755,7255,12194,54033
597,GRASIM,Mar 2016,93,27336,12505,19642,59576,34271,1788,10601,12916,59576
598,GRASIM,Mar 2017,93,31294,9213,22147,62747,34786,1297,14200,12464,62747
599,GRASIM,Mar 2018,131,57230,67070,83467,207899,69257,2290,65995,70356,207899
600,GRASIM,Mar 2019,132,57888,84487,98620,241127,87129,2766,62747,88484,241127
601,GRASIM,Mar 2020,132,56501,84777,102772,244181,87736,3904,66337,86204,244181
602,GRASIM,Mar 2021,132,65362,79078,122777,267349,85023,5769,88017,88540,267349
603,GRASIM,Mar 2022,132,75567,74744,138706,289149,88996,6615,96766,96771,289149
604,GRASIM,Mar 2023,132,78610,103039,155042,336823,94896,7778,105355,128793,336823
605,GRASIM,Mar 2024,133,88520,137155,186309,412116,100494,18358,129306,163959,412116
606,GRASIM,Sep 2024,134,92784,158159,197376,448454,109643,15903,102453,220454,448454
607,HAL,Mar 2016,5,115,18,38,176,84,21,0,71,176
608,HAL,Mar 2017,5,128,2,34,170,75,1,22,72,170
609,HAL,Mar 2018,5,125,3,33,166,66,1,24,74,166
610,HAL,Mar 2019,5,128,8,33,175,59,0,22,93,175
611,HAL,Mar 2020,5,133,2,33,173,50,0,18,104,173
612,HAL,Mar 2021,5,139,6,36,186,45,0,17,124,186
613,HAL,Mar 2022,5,148,12,36,202,45,1,29,127,202
614,HAL,Mar 2023,5,172,47,47,271,57,23,35,156,271
615,HAL,Mar 2024,5,194,123,127,450,240,9,43,158,450
616,HAL,Sep 2024,5,202,124,145,476,244,3,48,181,476
630,HCLTECH,Jun 2013,139,13025,1044,8191,22399,6753,494,713,14440,22399
631,HCLTECH,Jun 2014,140,19410,1018,9412,29980,7444,531,662,21343,29980
632,HCLTECH,Jun 2015,281,23943,648,10372,35245,8275,552,869,25548,35245
633,HCLTECH,Mar 2016,282,27109,1090,10859,39341,9716,611,698,28315,39341
634,HCLTECH,Mar 2017,285,32664,582,12231,45762,15235,448,1306,28773,45762
635,HCLTECH,Mar 2018,278,36108,557,11046,47989,18753,320,2660,26256,47989
636,HCLTECH,Mar 2019,271,41095,4195,12788,58349,22888,235,2305,32921,58349
637,HCLTECH,Mar 2020,543,50724,7986,23566,82819,37490,400,7066,37863,82819
638,HCLTECH,Mar 2021,543,59370,6864,19270,86047,37145,312,6862,41728,86047
639,HCLTECH,Mar 2022,543,61371,6343,20664,88921,35077,129,6351,47364,88921
640,HCLTECH,Mar 2023,543,64862,4794,23051,93250,34619,40,5495,53096,93250
641,HCLTECH,Mar 2024,543,67720,5758,24985,99006,35063,108,7137,56698,99006
642,HCLTECH,Sep 2024,543,68332,5791,25097,99763,34480,172,7642,57469,99763
643,HAVELLS,Mar 2013,62,1380,982,2034,4458,1500,25,0,2933,4458
644,HAVELLS,Mar 2014,62,1604,1054,2613,5332,1600,44,0,3688,5332
645,HAVELLS,Mar 2015,62,1756,424,2546,4788,1541,38,0,3209,4788
646,HAVELLS,Mar 2016,62,2965,134,1225,4387,1224,20,189,2954,4387
647,HAVELLS,Mar 2017,62,3214,208,1683,5168,1300,12,162,3694,5168
648,HAVELLS,Mar 2018,63,3667,115,2763,6608,2819,24,0,3765,6608
649,HAVELLS,Mar 2019,63,4135,94,2856,7148,2904,233,0,4012,7148
650,HAVELLS,Mar 2020,63,4249,72,2690,7073,3350,86,0,3638,7073
651,HAVELLS,Mar 2021,63,5114,521,3155,8852,3290,90,306,5166,8852
652,HAVELLS,Mar 2022,63,5940,616,3904,10523,3434,57,426,6606,10523
653,HAVELLS,Mar 2023,63,6563,223,4309,11157,3621,166,201,7170,11157
654,HAVELLS,Mar 2024,63,7384,303,4683,12433,3988,299,20,8126,12433
655,HAVELLS,Sep 2024,63,7731,332,4718,12843,4488,130,20,8206,12843
656,HDFCBANK,Mar 2013,476,36167,335588,35492,407723,2773,0,110960,293989,407723
657,HDFCBANK,Mar 2014,480,43687,416677,42776,503620,3026,0,119571,381023,503620
658,HDFCBANK,Mar 2015,501,62653,509762,34181,607097,3225,0,149454,454417,607097
659,HDFCBANK,Mar 2016,506,73798,649587,38321,762212,3667,0,193634,564912,762212
660,HDFCBANK,Mar 2017,513,91281,741550,59000,892344,4000,0,210777,677567,892344
661,HDFCBANK,Mar 2018,519,109080,944817,48770,1103186,4008,0,238461,860717,1103186
662,HDFCBANK,Mar 2019,545,153128,1080235,58898,1292806,4369,0,289446,998991,1292806
663,HDFCBANK,Mar 2020,548,175810,1333041,71430,1580830,4776,0,389305,1186750,1580830
664,HDFCBANK,Mar 2021,551,209259,1511418,78279,1799507,5248,0,438823,1355435,1799507
665,HDFCBANK,Mar 2022,555,246772,1784970,90639,2122934,6432,0,449264,1667238,2122934
666,HDFCBANK,Mar 2023,558,288880,2139212,101783,2530432,8431,0,511582,2010419,2530432
667,HDFCBANK,Mar 2024,760,455636,3107503,466296,4030194,12604,0,1005682,3011909,4030194
668,HDFCLIFE,Mar 2013,1995,-658,0,40581,41918,252,29,40404,1232,41918
669,HDFCLIFE,Mar 2014,1995,-67,0,50347,52275,279,10,50527,1458,52275
670,HDFCLIFE,Mar 2015,1995,546,0,66767,69309,346,6,67024,1932,69309
671,HDFCLIFE,Mar 2016,1995,1108,0,73441,76544,335,12,74144,2053,76544
672,HDFCLIFE,Mar 2017,1998,1828,0,91270,95097,337,16,91723,3020,95097
673,HDFCLIFE,Mar 2018,2012,2693,0,105778,110483,336,5,106590,3551,110483
674,HDFCLIFE,Mar 2019,2017,3625,0,124378,130020,370,10,124958,4682,130020
675,HDFCLIFE,Mar 2020,2019,4788,0,125417,132224,322,8,127256,4637,132224
676,HDFCLIFE,Mar 2021,2021,6619,600,170415,179655,585,14,173564,5493,179655
677,HDFCLIFE,Mar 2022,2113,13501,600,214521,230734,6605,20,216551,7559,230734
678,HDFCLIFE,Mar 2023,2149,10844,950,234126,248069,997,31,238197,8844,248069
679,HDFCLIFE,Mar 2024,2151,12515,950,287071,302687,1549,28,291128,9982,302687
680,HDFCLIFE,Sep 2024,2152,13452,950,320201,336755,460,0,325023,11272,336755
681,HEROMOTOCO,Mar 2014,40,5583,284,4215,10122,2247,855,4106,2914,10122
682,HEROMOTOCO,Mar 2015,40,6500,100,4014,10654,2952,719,3118,3864,10654
683,HEROMOTOCO,Mar 2016,40,8794,232,3829,12896,3784,653,4501,3958,12896
684,HEROMOTOCO,Mar 2017,40,10276,261,4736,15312,4599,581,6066,4066,15312
685,HEROMOTOCO,Mar 2018,40,11932,228,5197,17397,4961,355,7669,4411,17397
686,HEROMOTOCO,Mar 2019,40,13080,312,5072,18504,4952,573,6114,6865,18504
687,HEROMOTOCO,Mar 2020,40,14366,453,4815,19674,6473,391,8359,4451,19674
688,HEROMOTOCO,Mar 2021,40,15376,584,7096,23096,6380,495,10582,5639,23096
689,HEROMOTOCO,Mar 2022,40,15807,605,6027,22478,6194,517,10528,5240,22478
690,HEROMOTOCO,Mar 2023,40,16616,568,6694,23917,6159,454,10891,6413,23917
691,HEROMOTOCO,Mar 2024,40,17659,606,7847,26153,6232,484,12751,6685,26153
692,HEROMOTOCO,Sep 2024,40,18971,588,9663,29261,6588,145,14980,7548,29261
693,HINDALCO,Mar 2013,191,35139,56951,28309,120590,37929,33834,12601,36226,120590
694,HINDALCO,Mar 2014,206,40398,64756,32621,137982,61163,23059,12961,40798,137982
695,HINDALCO,Mar 2015,207,38122,68468,34950,141746,71959,14111,12346,43330,141746
696,HINDALCO,Mar 2016,207,40402,67552,32986,141146,85648,4214,12463,38821,141146
697,HINDALCO,Mar 2017,223,45836,63817,36268,146144,84687,1814,15157,44486,146144
698,HINDALCO,Mar 2018,223,54629,52074,40088,147014,85088,2063,10781,49081,147014
699,HINDALCO,Mar 2019,222,57279,52415,42056,151972,85860,4097,9012,53003,151972
700,HINDALCO,Mar 2020,222,58095,68399,41902,168618,89195,7721,9411,62291,168618
701,HINDALCO,Mar 2021,222,66311,67206,55083,188822,100269,10202,17133,61218,188822
702,HINDALCO,Mar 2022,222,77969,64486,79178,221855,106874,4945,14119,95917,221855
703,HINDALCO,Mar 2023,222,94584,60291,68392,223489,110626,7700,14116,91047,223489
704,HINDALCO,Mar 2024,222,105924,56356,68221,230723,111810,14867,15444,88602,230723
705,HINDALCO,Sep 2024,222,114954,60959,76129,252264,111404,22341,22453,96066,252264
706,HINDUNILVR,Mar 2013,216,2649,25,9202,12092,2431,222,2252,7186,12092
707,HINDUNILVR,Mar 2014,216,3321,46,10171,13754,2746,373,2838,7797,13754
708,HINDUNILVR,Mar 2015,216,3811,43,10359,14430,2821,516,3025,8067,14430
709,HINDUNILVR,Mar 2016,216,6357,177,8043,14793,3258,408,2592,8535,14793
710,HINDUNILVR,Mar 2017,216,6528,277,8685,15706,4419,229,3794,7264,15706
711,HINDUNILVR,Mar 2018,216,7065,0,10581,17862,4528,461,2873,10000,17862
712,HINDUNILVR,Mar 2019,216,7651,99,10663,18629,4715,406,2716,10792,18629
713,HINDUNILVR,Mar 2020,216,8013,0,11924,20153,5479,597,1255,12822,20153
714,HINDUNILVR,Mar 2021,235,47439,0,21066,68740,51443,745,2709,13843,68740
715,HINDUNILVR,Mar 2022,235,48826,1043,20402,70506,51473,1313,3521,14199,70506
716,HINDUNILVR,Mar 2023,235,50069,1219,21554,73077,52678,1132,2882,16385,73077
717,HINDUNILVR,Mar 2024,235,50983,1484,25787,78489,53744,1025,4625,19095,78489
718,HINDUNILVR,Sep 2024,235,50541,1651,28338,80765,54027,1022,4316,21400,80765
719,ICICIBANK,Mar 2013,1154,67609,487659,118401,674822,5473,0,255667,413682,674822
720,ICICIBANK,Mar 2014,1155,75275,543055,128278,747762,5507,0,267609,474646,747762
721,ICICIBANK,Mar 2015,1160,83545,597207,144167,826079,5871,0,274311,545897,826079
722,ICICIBANK,Mar 2016,1163,92948,671455,153190,918756,8713,0,286044,623999,918756
723,ICICIBANK,Mar 2017,1165,103467,700874,180219,985725,9338,0,304373,672013,985725
724,ICICIBANK,Mar 2018,1286,109344,815198,198453,1124281,9465,0,372208,742608,1124281
725,ICICIBANK,Mar 2019,1289,112964,891641,232899,1238794,9660,0,398201,830933,1238794
726,ICICIBANK,Mar 2020,1295,121665,1014636,239696,1377292,10409,0,443473,923411,1377292
727,ICICIBANK,Mar 2021,1383,156204,1103840,312385,1573812,10809,0,536579,1026424,1573812
728,ICICIBANK,Mar 2022,1390,180663,1252968,317616,1752637,10707,0,567098,1174833,1752637
729,ICICIBANK,Mar 2023,1397,213101,1399894,344099,1958490,11070,0,639552,1307868,1958490
730,ICICIBANK,Mar 2024,1405,254739,1651008,456911,2364063,15714,0,827163,1521186,2364063
731,ICICIGI,Mar 2013,437,1433,0,10767,12637,390,10,7800,4436,12637
732,ICICIGI,Mar 2014,445,1949,0,12350,14744,373,17,9290,5064,14744
733,ICICIGI,Mar 2015,447,2439,0,11760,14646,381,9,10200,4056,14646
734,ICICIGI,Mar 2016,448,2789,0,12440,15676,510,10,11426,3730,15676
735,ICICIGI,Mar 2017,451,3450,485,18965,23351,516,11,14806,8018,23351
736,ICICIGI,Mar 2018,454,4087,485,24723,29750,368,38,18193,11151,29750
737,ICICIGI,Mar 2019,454,4946,485,27517,33403,1965,17,20714,10707,33403
738,ICICIGI,Mar 2020,454,5680,485,30423,37042,664,12,26327,10039,37042
739,ICICIGI,Mar 2021,455,7144,485,31214,39298,717,14,30788,7779,39298
740,ICICIGI,Mar 2022,491,8702,255,41401,50848,941,11,38412,11485,50848
741,ICICIGI,Mar 2023,491,9953,35,44607,55086,883,25,42836,11342,55086
742,ICICIGI,Mar 2024,493,11712,35,51068,63308,930,94,48584,13700,63308
743,ICICIGI,Sep 2024,495,13130,0,54389,68014,760,0,51557,15697,68014
744,ICICIPRULI,Mar 2013,1429,2532,0,71260,75220,165,7,73716,1332,75220
745,ICICIPRULI,Mar 2014,1429,2954,0,77090,81474,197,5,80101,1171,81474
746,ICICIPRULI,Mar 2015,1432,3833,0,95951,101215,209,6,99491,1509,101215
747,ICICIPRULI,Mar 2016,1432,3891,1029,98413,104765,212,7,103024,1522,104765
748,ICICIPRULI,Mar 2017,1435,4971,0,118335,124741,207,7,121581,2946,124741
749,ICICIPRULI,Mar 2018,1436,5138,0,135245,141819,404,18,138537,2859,141819
750,ICICIPRULI,Mar 2019,1436,5435,0,156215,163086,463,13,159003,3607,163086
751,ICICIPRULI,Mar 2020,1436,5777,0,148818,156031,932,20,150776,4303,156031
752,ICICIPRULI,Mar 2021,1436,7673,1200,206911,217220,911,22,211727,4560,217220
753,ICICIPRULI,Mar 2022,1437,7721,1200,234079,244437,433,54,238101,5848,244437
754,ICICIPRULI,Mar 2023,1439,8651,1200,244562,255851,479,117,248216,7039,255851
755,ICICIPRULI,Mar 2024,1441,9564,1200,286796,299001,670,49,289728,8553,299001
756,ICICIPRULI,Sep 2024,1444,10130,0,314063,326838,762,0,314855,11220,326838
757,INDIGO,Mar 2013,0.4,4,11,11,26,5,0,0,21,26
758,INDIGO,Mar 2014,0.4,4,14,16,35,10,0,0,25,35
759,INDIGO,Mar 2015,0.4,26,4,30,61,12,1,1,46,61
760,INDIGO,Mar 2016,0.4,129,8,58,196,13,0,124,58,196
761,INDIGO,Mar 2017,29,69,52,97,246,91,2,16,137,246
762,INDIGO,Mar 2018,29,71,54,125,279,95,2,15,167,279
763,INDIGO,Mar 2019,29,100,88,156,373,149,4,20,201,373
764,INDIGO,Mar 2020,29,150,75,169,422,201,1,21,199,422
765,INDIGO,Mar 2021,48,516,9,239,811,249,3,50,509,811
766,INDIGO,Mar 2022,48,602,12,258,920,253,51,173,442,920
767,INDIGO,Mar 2023,48,729,12,274,1062,265,251,132,414,1062
768,INDIGO,Mar 2024,48,867,17,290,1222,548,15,188,471,1222
769,INDIGO,Sep 2024,48,905,20,266,1239,570,64,178,427,1239
770,INDUSINDBK,Mar 2013,523,7107,63576,2100,73307,741,16,19654,52896,73307
771,INDUSINDBK,Mar 2014,526,8517,75264,2719,87026,991,25,21563,64447,87026
772,INDUSINDBK,Mar 2015,529,10115,94752,6390,111787,1120,38,22878,87751,111787
773,INDUSINDBK,Mar 2016,595,17101,117996,7205,142897,1218,37,34054,107587,142897
774,INDUSINDBK,Mar 2017,598,20048,149026,8976,178648,1307,28,36702,140611,178648
775,INDUSINDBK,Mar 2018,600,23241,189928,7856,221626,1313,25,50077,170211,221626
776,INDUSINDBK,Mar 2019,603,26083,242189,8944,277819,1688,22,59266,216843,277819
777,INDUSINDBK,Mar 2020,694,34013,262793,9558,307058,1742,78,59980,245257,307058
778,INDUSINDBK,Mar 2021,773,42592,307528,12080,362973,1734,75,69695,291469,362973
779,INDUSINDBK,Mar 2022,775,46923,341005,13273,401975,1754,95,70971,329155,401975
780,INDUSINDBK,Mar 2023,776,53846,385449,17733,457804,1857,135,83116,372695,457804
781,INDUSINDBK,Mar 2024,778,62019,432404,19734,514935,2001,197,106527,406211,514935
782,INFY,Mar 2013,286,37708,0,8281,46275,7139,1140,2116,35880,46275
783,INFY,Mar 2014,286,44244,0,12436,56966,8378,961,4331,43296,56966
784,INFY,Mar 2015,572,50164,0,15553,66289,11346,776,2270,51897,66289
785,INFY,Mar 2016,1144,60600,0,13354,75098,13386,960,1892,58860,75098
786,INFY,Mar 2017,1144,67838,0,14166,83148,14179,1365,16423,51181,83148
787,INFY,Mar 2018,1088,63835,0,14426,79349,12574,1606,12163,53006,79349
788,INFY,Mar 2019,2170,62778,0,19118,84066,15710,1388,11261,55707,84066
789,INFY,Mar 2020,2122,63328,4633,21717,91800,23789,954,8792,58265,91800
790,INFY,Mar 2021,2124,74227,5325,25835,107511,25505,922,14205,66879,107511
791,INFY,Mar 2022,2098,73252,5474,35905,116729,25800,416,20324,70189,116729
792,INFY,Mar 2023,2069,73338,8299,40890,124596,29225,288,19478,75605,124596
793,INFY,Mar 2024,2071,86045,8359,39545,136020,27622,293,24623,83482,136020
794,INFY,Sep 2024,2072,88391,8804,42603,141870,31917,505,17394,92054,141870
795,IOC,Mar 2013,2428,60609,89671,89170,241878,66774,27240,17351,130514,241878
796,IOC,Mar 2014,2428,65485,94916,103124,265953,72554,38061,15895,139443,265953
797,IOC,Mar 2015,2428,66404,64893,100158,233883,76781,40378,16069,100655,233883
798,IOC,Mar 2016,2370,87610,58552,83184,231715,100033,26219,31185,74278,231715
799,IOC,Mar 2017,4739,97357,63271,108352,273719,115958,16778,43687,97295,273719
800,IOC,Mar 2018,9479,104395,65650,116336,295860,124053,19130,44806,107871,295860
801,IOC,Mar 2019,9181,103288,96765,126128,335363,132494,28281,44112,130476,335363
802,IOC,Mar 2020,9181,86217,129790,104773,329962,147022,32845,35571,114524,329962
803,IOC,Mar 2021,9181,102657,116649,126658,355145,157085,36291,44717,117053,355145
804,IOC,Mar 2022,9181,124354,132020,145327,410882,160514,47469,52352,150546,410882
805,IOC,Mar 2023,13772,125949,148977,153298,441995,180048,51133,52190,158624,441995
806,IOC,Mar 2024,13772,169645,132628,166639,482683,195998,61032,65542,160111,482683
807,IOC,Sep 2024,13772,167594,163401,165544,510310,202737,66316,70178,171079,510310
808,IRCTC,Mar 2015,20,424,0,718,1162,155,16,0,990,1162
809,IRCTC,Mar 2016,20,522,0,895,1437,159,14,0,1264,1437
810,IRCTC,Mar 2017,40,747,0,1040,1826,170,17,0,1639,1826
811,IRCTC,Mar 2018,40,915,0,1365,2319,190,8,0,2122,2319
812,IRCTC,Mar 2019,160,911,0,1523,2594,182,40,0,2372,2594
813,IRCTC,Mar 2020,160,1154,0,1928,3241,285,16,0,2941,3241
814,IRCTC,Mar 2021,160,1296,79,1618,3153,311,24,0,2818,3153
815,IRCTC,Mar 2022,160,1710,105,1909,3884,335,26,0,3522,3884
816,IRCTC,Mar 2023,160,2318,84,2526,5089,351,34,0,4704,5089
817,IRCTC,Mar 2024,160,3070,60,2801,6091,343,443,0,5306,6091
818,IRCTC,Sep 2024,160,3363,42,3234,6800,314,466,15,6005,6800
819,IRFC,Mar 2013,2352,4042,58753,5608,70755,13,0,13,70729,70755
820,IRFC,Mar 2014,3352,4210,69917,6451,83930,13,0,11,83906,83930
821,IRFC,Mar 2015,3584,5098,71270,7696,87647,12,0,9,87626,87647
822,IRFC,Mar 2016,4526,6999,87503,9372,108400,12,0,8,108381,108400
823,IRFC,Mar 2017,6526,5483,106395,11245,129650,12,0,8,129630,129650
824,IRFC,Mar 2018,6526,7402,134006,13534,161468,11,0,14,161443,161468
825,IRFC,Mar 2019,9380,15648,173933,7642,206604,11,0,13,206579,206604
826,IRFC,Mar 2020,11880,18419,234377,10828,275504,11,0,12,275482,275504
827,IRFC,Mar 2021,13069,22845,323145,21423,380482,45,0,12,380424,380482
828,IRFC,Mar 2022,13069,27928,388440,20544,449980,38,0,10,449932,449980
829,IRFC,Mar 2023,13069,31612,418935,26744,490359,19,0,14,490326,490359
830,IRFC,Mar 2024,13069,36110,412039,23865,485082,22,4,54,485003,485082
831,IRFC,Sep 2024,13069,38396,403111,39773,494348,23,0,56,494269,494348
832,ITC,Mar 2013,790,22368,102,12069,35329,12140,2062,5981,15146,35329
833,ITC,Mar 2014,795,26442,242,13369,40848,12921,3117,7284,17526,40848
834,ITC,Mar 2015,802,30934,269,13948,45952,15303,2700,6943,21006,45952
835,ITC,Mar 2016,805,41875,84,8888,51651,15107,2560,11748,22237,51651
836,ITC,Mar 2017,1215,45198,46,9440,55898,15893,3730,17581,18694,55898
837,ITC,Mar 2018,1220,51290,36,11695,64241,16524,5508,22053,20156,64241
838,ITC,Mar 2019,1226,57915,13,12585,71739,19374,4136,25043,23185,71739
839,ITC,Mar 2020,1229,64044,277,11760,77311,21713,3256,28663,23678,77311
840,ITC,Mar 2021,1231,59116,271,13143,73761,23298,4011,24871,21580,73761
841,ITC,Mar 2022,1232,61223,249,14491,77196,24232,3226,24841,24898,77196
842,ITC,Mar 2023,1243,67912,306,16370,85831,25851,3003,29415,27561,85831
843,ITC,Mar 2024,1248,73259,303,16944,91754,27820,2861,31114,29959,91754
844,ITC,Sep 2024,1251,74015,304,18501,94071,29492,1387,28409,34784,94071
845,ONGC,Mar 2013,4278,148250,20686,80211,253424,119644,53385,2128,78267,253424
846,ONGC,Mar 2014,4278,167874,49113,103711,324976,155923,72034,4746,92273,324976
847,ONGC,Mar 2015,4278,176177,53944,103448,337847,179933,63393,4749,89771,337847
848,ONGC,Mar 2016,4278,193536,45500,98459,341772,166277,57668,33387,84440,341772
849,ONGC,Mar 2017,6417,187969,80029,170111,444525,211125,59042,70746,103612,444525
850,ONGC,Mar 2018,6417,197602,106550,148664,459232,226058,61512,67335,104328,459232
851,ONGC,Mar 2019,6290,210644,107742,167667,492343,230391,69056,66909,125987,492343
852,ONGC,Mar 2020,6290,198814,129473,173787,508364,243892,83832,56755,123884,508364
853,ONGC,Mar 2021,6290,214691,133187,187580,541748,243746,100309,60320,137372,541748
854,ONGC,Mar 2022,6290,253213,121986,201771,583260,254402,106719,66642,155496,583260
855,ONGC,Mar 2023,6290,274357,142255,190212,613115,250819,113945,78873,169478,613115
856,ONGC,Mar 2024,6290,330780,153181,219523,709774,298454,116022,102207,193091,709774
857,ONGC,Sep 2024,6290,345986,191489,213848,757614,350438,91497,106077,209602,757614
858,NTPC,Mar 2013,8245,72995,70419,27116,178776,71833,46555,4923,55465,178776
859,NTPC,Mar 2014,8245,79084,81455,31334,200118,84208,53825,3300,58785,200118
860,NTPC,Mar 2015,8245,73849,102252,35366,219712,91853,67555,1902,58403,219712
861,NTPC,Mar 2016,8245,83330,99424,33666,224665,92929,75046,6473,50217,224665
862,NTPC,Mar 2017,8245,89593,113773,36990,248601,104532,86896,7614,49560,248601
863,NTPC,Mar 2018,8245,95318,130049,48880,282492,128245,83386,8876,61985,282492
864,NTPC,Mar 2019,9895,101462,173058,62509,346923,150985,118397,8132,69409,346923
865,NTPC,Mar 2020,9895,108945,202984,55746,377569,187803,98508,9307,81951,377569
